Kategori1;Kategori2;Kategori3;Harga;HargaAtas; OmsetMinimum;JumlahTerjual;JumlahReview;JumlahRating;ValidOrder;KotaPengiriman;PenjualanSebelumnya;KenaikanPenjualan;PersentaseKenaikanPenjualan;ReviewSebelumnya;KenaikanReviewPenjualan;PersentaseKenaikanReview;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 10999;Rp. 69999; Rp21.239.069,00 ;1.931;773;4,86;40,03%;KOTA MAKASSAR;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 18999;Rp. 69999; Rp51.506.289,00 ;2.711;424;4,84;15,64%;KAB. BANYUMAS;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 10000;Rp. 70000; Rp16.690.000,00 ;1.669;434;4,87;26,00%;KOTA JAKARTA UTARA;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 6900;Rp. 36000; Rp8.466.300,00 ;1.227;311;4,84;25,35%;KOTA SURABAYA;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 12857;Rp. 89999; Rp12.895.571,00 ;1.003;276;4,72;27,52%;KAB. TANGERANG;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 65800;Rp. 65800; Rp106.398.600,00 ;1.617;388;4,93;24,00%;KOTA PALEMBANG;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 79999;Rp. 429995; Rp80.078.999,00 ;1.001;294;4,78;29,37%;KOTA SURABAYA;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 65000;Rp. 65000; Rp103.285.000,00 ;1.589;419;4,93;26,37%;KAB. SIDOARJO;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 13000;Rp. 89999; Rp9.061.000,00 ;697;197;4,69;28,26%;KAB. TANGERANG;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 2697;Rp. 2697; Rp3.514.191,00 ;1.303;25;5,00;1,92%;KOTA MEDAN;;;;;;0,00;;
Tiket, Voucher, & Layanan;Gaming;;Rp. 8100;Rp. 8100; Rp11.971.800,00 ;1.478;5;5,00;0,34%;KOTA PONTIANAK;;;;;;0,00;;
Gaming & Konsol;Gaming & Konsol Lainnya;;Rp. 499;Rp. 499; Rp2.604.780,00 ;5.220;217;4,86;4,16%;KOTA JAKARTA BARAT;;;;;;0,00;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 7320;Rp. 7320; Rp22.509.000,00 ;3.075;17;4,71;0,55%;KOTA BANDUNG;;;;;;0,00;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 99;Rp. 99; Rp1.995.246,00 ;20.154;9;5,00;0,04%;KAB. ASAHAN;11.284;887;78,67;9;;;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 3400;Rp. 3500; Rp43.309.200,00 ;12.738;34;4,97;0,27%;KAB. BANJAR;683;5.935;87,25;23;11;47,83;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 1850;Rp. 1850; Rp275.169.000,00 ;148.740;15.351;4,68;10,32%;KOTA JAKARTA TIMUR;14.958;7.782;5,53;14.595;756;5,18;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 1116;Rp. 6999; Rp28.865.340,00 ;25.865;6.075;4,77;23,49%;KAB. TANGERANG;2.135;573;28,46;4.715;136;28,84;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 599;Rp. 599; Rp12.606.554,00 ;21.046;1.764;4,75;8,38%;KOTA JAKARTA UTARA;1.682;4.964;3,87;1.525;239;15,67;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 875;Rp. 1041; Rp19.882.625,00 ;22.723;1.639;4,86;7,21%;KAB. MALANG;;;;;;0,00;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 11200;Rp. 11200; Rp835.766.400,00 ;74.622;16.748;4,47;22,44%;KOTA TANGERANG;69.844;4.778;6,85;15.524;1.224;7,88;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 10000;Rp. 10000; Rp192.130.000,00 ;19.213;6.408;4,88;33,35%;KOTA DENPASAR;1.486;447;29,76;4.873;1.535;31,50;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 4999;Rp. 4999; Rp125.014.992,00 ;25.008;4.112;4,84;16,44%;KOTA BANDUNG;21.752;3.256;14,97;3.611;51;13,87;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 9999;Rp. 29640; Rp99.150.084,00 ;9.916;3.290;4,77;33,18%;KOTA JAKARTA UTARA;5.522;4.394;79,57;1.838;1.452;79,00;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 8054;Rp. 23156; Rp231.198.124,00 ;28.706;8.644;4,62;30,11%;Luar Negeri;24.232;4.474;18,46;7.353;1.291;17,56;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 100000;Rp. 100000; Rp902.200.000,00 ;9.022;195;4,89;2,16%;KOTA PALEMBANG;5.555;3.467;62,41;11;94;93,07;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 258;Rp. 1800; Rp13.012.230,00 ;50.435;4.275;4,75;8,48%;KOTA BANDUNG;;;;;;0,00;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 99;Rp. 99; Rp1.398.771,00 ;14.129;2.171;4,93;15,37%;KOTA YOGYAKARTA;12.321;188;14,67;1.838;333;18,12;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 1110;Rp. 1890; Rp40.703.700,00 ;36.670;5.548;4,70;15,13%;KAB. LAMONGAN;32.724;3.946;12,58;552;496;9,82;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 1400;Rp. 6999; Rp107.588.600,00 ;76.849;8.231;4,76;10,71%;KAB. TANGERANG;7.388;3.761;5,15;7.639;592;7,75;;
Aksesoris Fashion;Gelang Tangan & Bangle;;Rp. 555;Rp. 800; Rp2.853.810,00 ;5.142;280;4,79;5,45%;KAB. JEMBER;;;;;;0,00;;
Hewan Peliharaan;Grooming Hewan;Perawatan Kuku;Rp. 4688;Rp. 4688; Rp125.582.144,00 ;26.788;1.293;4,89;4,83%;KOTA JAKARTA BARAT;176;9.728;57,22;86;433;50,35;;
Hewan Peliharaan;Grooming Hewan;Perawatan Rambut;Rp. 300;Rp. 300; Rp24.232.200,00 ;80.774;239;4,82;0,30%;KOTA BOGOR;;;;;;0,00;;
Hewan Peliharaan;Grooming Hewan;Grooming Hewan Lainnya;Rp. 300;Rp. 300; Rp10.619.100,00 ;35.397;129;4,81;0,36%;KOTA BOGOR;;;;;;0,00;;
Hewan Peliharaan;Grooming Hewan;Grooming Hewan Lainnya;Rp. 9900;Rp. 9900; Rp281.981.700,00 ;28.483;6.636;4,85;23,30%;KAB. SEMARANG;2.475;448;18,39;5.883;753;12,80;;
Hewan Peliharaan;Grooming Hewan;Perawatan Rambut;Rp. 2850;Rp. 9980; Rp13.520.400,00 ;4.744;773;4,92;16,29%;KOTA JAKARTA PUSAT;;;;;;0,00;;
Hewan Peliharaan;Grooming Hewan;Perawatan Rambut;Rp. 320;Rp. 320; Rp21.542.080,00 ;67.319;188;4,91;0,28%;KOTA BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 59900;Rp. 59900; Rp1.468.748.000,00 ;24.520;11.143;4,82;45,44%;KAB. BOGOR;2.894;3.626;17,35;9.649;1.494;15,48;;
Sepatu Wanita;Heels;;Rp. 24500;Rp. 28900; Rp662.333.000,00 ;27.034;12.290;4,82;45,46%;KAB. JOMBANG;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 205000;Rp. 205000; Rp1.054.725.000,00 ;5.145;1.933;4,89;37,57%;KOTA JAKARTA PUSAT;3.162;1.983;62,71;1.111;822;73,99;;
Sepatu Wanita;Heels;;Rp. 31900;Rp. 31900; Rp966.187.200,00 ;30.288;11.731;4,67;38,73%;KAB. BOGOR;28.275;213;7,12;1.159;672;6,08;;
Sepatu Wanita;Heels;;Rp. 39900;Rp. 39900; Rp556.924.200,00 ;13.958;4.969;4,74;35,60%;KAB. BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 32000;Rp. 32000; Rp310.272.000,00 ;9.696;4.099;4,65;42,28%;KAB. BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 89900;Rp. 89900; Rp2.812.251.800,00 ;31.282;14.310;4,63;45,75%;KOTA TANGERANG;29.761;1.521;5,12;13.536;774;5,72;;
Sepatu Wanita;Heels;;Rp. 149000;Rp. 149000; Rp2.420.058.000,00 ;16.242;8.369;4,88;51,53%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 84900;Rp. 84900; Rp1.690.528.800,00 ;19.912;9.088;4,70;45,64%;KOTA TANGERANG;18.549;1.363;7,35;8.452;636;7,52;;
Sepatu Wanita;Heels;;Rp. 33000;Rp. 33000; Rp369.864.000,00 ;11.208;4.717;4,55;42,09%;KAB. BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 29500;Rp. 29500; Rp190.747.000,00 ;6.466;2.370;4,55;36,65%;KAB. BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 84000;Rp. 84000; Rp4.951.716.000,00 ;58.949;30.729;4,69;52,13%;KOTA BOGOR;57.628;1.321;2,29;381;648;2,15;;
Sepatu Wanita;Heels;;Rp. 125000;Rp. 125000; Rp2.187.375.000,00 ;17.499;8.665;4,91;49,52%;KOTA DEPOK;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 58400;Rp. 58400; Rp370.431.200,00 ;6.343;3.206;4,87;50,54%;KOTA BOGOR;;;;;;0,00;;
Sepatu Wanita;Heels;;Rp. 159000;Rp. 159000; Rp2.390.565.000,00 ;15.035;8.052;4,90;53,56%;KOTA TANGERANG SELATAN;13.891;1.144;8,24;7.415;637;8,59;;
Sepatu Wanita;Heels;;Rp. 169250;Rp. 169750; Rp3.364.859.250,00 ;19.881;11.057;4,88;55,62%;KOTA BOGOR;18.759;1.122;5,98;1.441;616;5,90;;
Sepatu Wanita;Heels;;Rp. 48000;Rp. 48000; Rp792.288.000,00 ;16.506;6.644;4,68;40,25%;KAB. BOGOR;15.414;192;7,84;621;434;6,99;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 99;Rp. 99; Rp4.381.839,00 ;44.261;7.607;4,80;17,19%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 14707;Rp. 57999; Rp1.222.813.515,00 ;83.145;36.086;4,33;43,40%;KAB. SIDOARJO;77.982;5.163;6,63;33.916;217;6,40;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 55000;Rp. 67000; Rp4.067.910.000,00 ;73.962;32.283;4,48;43,65%;KAB. TANGERANG;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 66478;Rp. 87840; Rp2.266.367.976,00 ;34.092;15.591;4,67;45,73%;KAB. TANGERANG;29.436;4.656;15,82;1.371;1.881;13,72;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 10000;Rp. 12888; Rp1.379.030.000,00 ;137.903;48.044;4,80;34,84%;KOTA DEPOK;133.133;477;3,58;4.727;117;2,16;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 54600;Rp. 66360; Rp990.826.200,00 ;18.147;9.050;4,56;49,87%;KOTA MALANG;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 56000;Rp. 64500; Rp571.928.000,00 ;10.213;4.514;4,55;44,20%;KAB. BOGOR;4.794;5.419;113,37;2.124;239;112,52;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 59900;Rp. 59900; Rp3.699.184.400,00 ;61.756;28.653;4,56;46,40%;KOTA MALANG;53.938;7.818;14,49;2.569;3.584;14,30;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 42999;Rp. 43999; Rp1.352.017.557,00 ;31.443;14.191;4,51;45,13%;KAB. MOJOKERTO;274;4.439;16,44;12.224;1.967;16,09;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 57850;Rp. 57850; Rp4.299.354.150,00 ;74.319;32.019;4,25;43,08%;KAB. SIDOARJO;7.298;421;5,72;3.112;197;6,33;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 59000;Rp. 86500; Rp1.836.198.000,00 ;31.122;13.677;4,63;43,95%;KAB. TANGERANG;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 680;Rp. 680; Rp468.386.040,00 ;688.803;6.167;4,75;0,90%;KAB. TANGERANG;686.136;2.667;0,39;64;127;2,10;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 53940;Rp. 57660; Rp4.101.435.780,00 ;76.037;32.634;4,22;42,92%;KAB. SIDOARJO;73.482;2.555;3,48;31.518;1.116;3,54;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 680;Rp. 680; Rp1.640.679.520,00 ;2.412.764;19.062;4,75;0,79%;KAB. TANGERANG;247.311;5.453;0,23;18.862;2;1,06;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 57850;Rp. 57850; Rp3.437.909.800,00 ;59.428;28.241;4,27;47,52%;KAB. SIDOARJO;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 52000;Rp. 57000; Rp197.236.000,00 ;3.793;1.636;4,24;43,13%;KAB. SIDOARJO;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 100;Rp. 100; Rp1.318.500,00 ;13.185;39;4,82;0,30%;KOTA SURABAYA;1.145;34;29,97;3;9;30,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 57000;Rp. 67000; Rp438.672.000,00 ;7.696;3.273;4,46;42,53%;KAB. TANGERANG;;;;;;0,00;;
Sepeda Motor;Helm & Aksesoris Pengendara Motor;;Rp. 40999;Rp. 42300; Rp1.119.600.692,00 ;27.308;8.408;4,31;30,79%;KAB. SIDOARJO;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 230;Rp. 230; Rp7.141.500,00 ;31.050;78;4,90;0,25%;KOTA TANGERANG SELATAN;2.715;3.945;14,55;66;12;18,18;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 190;Rp. 190; Rp18.099.780,00 ;95.262;173;4,69;0,18%;KAB. BEKASI;8.489;11.173;13,29;159;14;8,81;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 599;Rp. 699; Rp10.339.339,00 ;17.261;376;4,56;2,18%;KAB. TULUNGAGUNG;666;161;159,17;141;235;166,67;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 4100;Rp. 4500; Rp785.666.600,00 ;191.626;1.025;4,81;0,53%;KOTA KEDIRI;182.692;8.934;4,89;985;4;4,06;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 450;Rp. 450; Rp7.682.850,00 ;17.073;17;4,82;0,10%;KOTA DEPOK;7.465;968;128,77;17;;;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 135;Rp. 135; Rp4.583.520,00 ;33.952;61;4,69;0,18%;KAB. BEKASI;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 400;Rp. 400; Rp5.234.800,00 ;13.087;74;4,88;0,57%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 330;Rp. 330; Rp3.453.780,00 ;10.466;26;4,96;0,25%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 170;Rp. 185; Rp2.766.070,00 ;16.271;21;4,90;0,13%;KOTA BLITAR;1.831;544;5,23;17;4;23,53;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 430;Rp. 430; Rp2.102.700,00 ;4.890;11;4,73;0,22%;KAB. BEKASI;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 100;Rp. 100; Rp44.700,00 ;447;2;5,00;0,45%;KAB. BEKASI;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 450;Rp. 450; Rp59.526.900,00 ;132.282;478;4,85;0,36%;KOTA TANGERANG;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 500;Rp. 500; Rp4.128.500,00 ;8.257;59;4,97;0,71%;KOTA TANGERANG;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 1500;Rp. 1500; Rp20.445.000,00 ;13.630;371;4,71;2,72%;KAB. BANDUNG;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 350;Rp. 350; Rp42.691.600,00 ;121.976;393;4,86;0,32%;KOTA TANGERANG;118.149;3.827;3,24;377;16;4,24;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 18000;Rp. 18000; Rp33.858.000,00 ;1.881;9;5,00;0,48%;KAB. BEKASI;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 650;Rp. 1300; Rp6.706.700,00 ;10.318;72;4,93;0,70%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 550;Rp. 550; Rp881.100,00 ;1.602;1;5,00;0,06%;KOTA TANGERANG;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 2500;Rp. 2500; Rp41.335.000,00 ;16.534;58;4,97;0,35%;KOTA TANGERANG;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 899;Rp. 1150; Rp60.010.947,00 ;66.753;333;4,90;0,50%;KAB. KEDIRI;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 900;Rp. 900; Rp4.228.200,00 ;4.698;141;4,74;3,00%;KOTA DEPOK;;;;;;0,00;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 356;Rp. 356; Rp11.371.352,00 ;31.942;92;4,90;0,29%;KOTA DEPOK;2.957;2.885;9,93;89;3;3,37;;
Hewan Peliharaan;Hewan Peliharaan Lainnya;;Rp. 350;Rp. 350; Rp1.783.600,00 ;5.096;136;4,65;2,67%;KAB. KEDIRI;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 800;Rp. 800; Rp152.854.400,00 ;191.068;462;4,88;0,24%;KOTA SURAKARTA (SOLO);;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 100;Rp. 100; Rp4.733.100,00 ;47.331;36;4,92;0,08%;KAB. SIDOARJO;34.756;12.575;36,19;32;4;12,50;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 200;Rp. 200; Rp15.195.800,00 ;75.979;483;4,89;0,64%;KAB. BOGOR;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 130;Rp. 300; Rp8.110.050,00 ;62.385;188;4,88;0,30%;KAB. LAMONGAN;5.164;11.321;22,17;159;29;18,24;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 380;Rp. 640; Rp3.971.000,00 ;10.450;67;4,96;0,64%;KAB. BANYUMAS;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 2900;Rp. 2900; Rp145.002.900,00 ;50.001;2.117;4,94;4,23%;KOTA SURABAYA;39.577;1.424;26,34;1.787;33;18,47;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 12500;Rp. 12500; Rp199.450.000,00 ;15.956;3.357;2,56;21,04%;KOTA PALEMBANG;6.649;937;139,98;1.532;1.825;119,13;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 2500;Rp. 2500; Rp30.105.000,00 ;12.042;78;4,85;0,65%;KOTA TANGERANG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1000;Rp. 1000; Rp8.685.000,00 ;8.685;4;5,00;0,05%;KAB. BANTUL;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 750;Rp. 750; Rp10.249.500,00 ;13.666;199;4,91;1,46%;KOTA BOGOR;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 535;Rp. 585; Rp78.515.530,00 ;146.758;917;4,93;0,62%;KAB. BANDUNG;139.137;7.621;5,48;87;47;5,40;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 220;Rp. 220; Rp9.688.360,00 ;44.038;220;4,92;0,50%;KOTA BOGOR;36.572;7.466;2,41;184;36;19,57;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 300;Rp. 300; Rp140.743.800,00 ;469.146;948;4,95;0,20%;KAB. BANDUNG;46.187;7.339;1,59;938;1;1,07;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 500;Rp. 1699; Rp21.713.000,00 ;43.426;193;4,89;0,44%;KAB. BANDUNG;3.636;766;19,43;18;13;7,22;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 99;Rp. 125; Rp286.902,00 ;2.898;7;4,86;0,24%;KAB. JEPARA;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1275;Rp. 1275; Rp6.174.825,00 ;4.843;9;4,11;0,19%;KAB. SERANG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 350;Rp. 1080; Rp20.659.800,00 ;59.028;97;4,94;0,16%;KOTA DEPOK;52.423;665;12,60;95;2;2,11;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 485;Rp. 485; Rp26.397.580,00 ;54.428;138;4,94;0,25%;KOTA SURABAYA;48.498;593;12,23;119;19;15,97;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 950;Rp. 1690; Rp8.692.500,00 ;9.150;28;5,00;0,31%;KOTA KEDIRI;4.665;4.485;96,14;23;5;21,74;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1200;Rp. 1200; Rp77.805.600,00 ;64.838;2.173;4,89;3,35%;KOTA JAKARTA BARAT;58.716;6.122;1,43;1.992;181;9,09;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1000;Rp. 1000; Rp32.692.000,00 ;32.692;57;4,95;0,17%;KAB. BANTUL;26.592;61;22,94;44;13;29,55;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1000;Rp. 1000; Rp33.973.000,00 ;33.973;28;4,71;0,08%;KAB. PURWOREJO;29.666;437;14,52;26;2;7,69;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 445;Rp. 445; Rp26.671.075,00 ;59.935;603;4,93;1,01%;KAB. TULUNGAGUNG;54.542;5.393;9,89;563;4;7,10;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 420;Rp. 650; Rp245.712.180,00 ;585.029;663;4,87;0,11%;KAB. KUDUS;579.629;54;0,93;66;3;0,45;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 10000;Rp. 13000; Rp159.080.000,00 ;15.908;559;4,83;3,51%;KAB. TULUNGAGUNG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 100;Rp. 100; Rp322.600,00 ;3.226;3;5,00;0,09%;KOTA BANDUNG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 250;Rp. 250; Rp52.381.500,00 ;209.526;2.788;4,95;1,33%;KAB. BANDUNG;2.425;5.276;2,58;2.728;6;2,20;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 250;Rp. 250; Rp29.997.250,00 ;119.989;1.609;4,96;1,34%;KAB. BANDUNG;114.672;5.317;4,64;1.559;5;3,21;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1000;Rp. 1000; Rp52.386.000,00 ;52.386;1.327;4,92;2,53%;KOTA BEKASI;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 99;Rp. 99; Rp351.648,00 ;3.552;12;5,00;0,34%;KOTA KEDIRI;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 250;Rp. 250; Rp10.818.500,00 ;43.274;145;4,87;0,34%;KOTA JAKARTA UTARA;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 100;Rp. 260; Rp518.500,00 ;5.185;5;5,00;0,10%;KAB. SLEMAN;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 2800;Rp. 3200; Rp118.328.000,00 ;42.260;1.659;4,86;3,93%;KOTA SURABAYA;3.816;4.154;1,91;1.556;13;6,62;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 200;Rp. 380; Rp1.523.800,00 ;7.619;24;5,00;0,32%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 750;Rp. 750; Rp20.567.250,00 ;27.423;257;4,66;0,94%;KAB. MALANG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 350;Rp. 350; Rp2.750.650,00 ;7.859;9;5,00;0,11%;KOTA JAKARTA UTARA;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 1599;Rp. 1599; Rp81.660.930,00 ;51.070;674;4,88;1,32%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 5900;Rp. 5900; Rp319.396.500,00 ;54.135;2.894;4,92;5,35%;KAB. SUKOHARJO;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 13000;Rp. 14000; Rp82.810.000,00 ;6.370;248;4,73;3,89%;KAB. TULUNGAGUNG;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 590;Rp. 590; Rp15.062.700,00 ;25.530;127;4,92;0,50%;KOTA BEKASI;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 986;Rp. 986; Rp38.650.214,00 ;39.199;3.669;4,64;9,36%;KOTA BANDUNG;3.553;3.669;1,33;3.361;38;9,16;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 2800;Rp. 2800; Rp67.384.800,00 ;24.066;1.387;4,95;5,76%;KOTA SURABAYA;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 300;Rp. 2000; Rp2.195.100,00 ;7.317;99;4,91;1,35%;KAB. BANYUMAS;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 775;Rp. 775; Rp67.847.375,00 ;87.545;8.099;4,86;9,25%;KOTA SURABAYA;8.479;3.466;4,12;777;392;5,09;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 150;Rp. 255; Rp507.000,00 ;3.380;13;5,00;0,38%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Hobi & Koleksi;Hobi & Koleksi Lainnya;;Rp. 200;Rp. 260; Rp23.389.400,00 ;116.947;976;4,87;0,83%;KOTA DEPOK;;;;;;0,00;;
